subject,trial,P,T,W,M,label,v,a,t0,z,RT,response
1,1,84,160,346,506,stranger,1.4989682620535327,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,2,84,160,346,506,self,4.354642113661993,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,3,84,160,346,506,stranger,-0.3029522817602299,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,4,84,160,346,506,self,4.561830102230755,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,5,84,160,346,506,self,4.430009828664335,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,6,84,160,346,506,self,3.4512957041207084,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,7,84,160,346,506,stranger,1.7668010133319751,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,8,84,160,346,506,stranger,0.9698443300435041,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,9,84,160,346,506,self,3.247327487274457,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,10,84,160,346,506,stranger,1.396502255114108,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,11,84,160,346,506,stranger,0.007962727314222984,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,12,84,160,346,506,stranger,0.8362014691395575,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,13,84,160,346,506,self,3.8711288378963133,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,14,84,160,346,506,stranger,0.6753669554632079,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,15,84,160,346,506,self,4.596326339048147,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,16,84,160,346,506,self,4.7567228110830255,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,17,84,160,346,506,stranger,0.4472837959990422,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,18,84,160,346,506,self,4.267627976108299,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,19,84,160,346,506,self,3.950346731120461,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,20,84,160,346,506,stranger,0.9398099158975542,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,21,84,160,346,506,self,4.786677868578446,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,22,84,160,346,506,stranger,0.8497347350136882,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,23,84,160,346,506,stranger,0.7506539928867634,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,24,84,160,346,506,stranger,0.6151103221900743,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,25,84,160,346,506,stranger,0.08475386177038335,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,26,84,160,346,506,stranger,0.8143220901253964,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,27,84,160,346,506,stranger,0.7372733351705242,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,28,84,160,346,506,stranger,1.4896096645708257,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,29,84,160,346,506,self,4.56478780311995,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,30,84,160,346,506,self,3.650443719390299,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,31,84,160,346,506,stranger,1.2398052637412253,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,32,84,160,346,506,stranger,0.6345371798456,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,33,84,160,346,506,self,4.0265252847321955,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,34,84,160,346,506,self,4.0204433640399095,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,35,84,160,346,506,self,4.262893316424049,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,36,84,160,346,506,self,4.548783852950451,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,37,84,160,346,506,stranger,0.10064574247993463,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,38,84,160,346,506,stranger,1.73021341155173,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,39,84,160,346,506,self,4.036154384873436,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,40,84,160,346,506,self,4.69005500485479,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,41,84,160,346,506,stranger,-0.07558820022140433,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,42,84,160,346,506,stranger,0.8896581890009939,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,43,84,160,346,506,stranger,-0.5477708581931805,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,44,84,160,346,506,stranger,1.6532662415083816,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,45,84,160,346,506,self,4.567991417394214,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,46,84,160,346,506,self,3.7696041464699124,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,47,84,160,346,506,self,4.246190169972194,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,48,84,160,346,506,stranger,0.9520118921535526,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,49,84,160,346,506,stranger,0.5685979418720722,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,50,84,160,346,506,self,4.446635233373904,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,51,84,160,346,506,self,4.539062840450279,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,52,84,160,346,506,self,4.995494176093407,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,53,84,160,346,506,stranger,1.0976565716961648,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,54,84,160,346,506,self,3.6020696099247673,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,55,84,160,346,506,self,3.4568225772495738,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,56,84,160,346,506,self,4.114563422225792,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,57,84,160,346,506,self,3.5253664489514382,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,58,84,160,346,506,stranger,0.7541712710130714,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,59,84,160,346,506,self,4.962409469257218,1.2286974642707114,0.2,1.6277399914608697,0.201,1
1,60,84,160,346,506,stranger,0.49441073246797107,1.2286974642707114,0.2,1.6277399914608697,0.201,1
2,1,40,365,1133,1498,stranger,1.3867956980727199,3.3253936575196903,0.2,0.6014325538504031,1.6429999999999518,1
2,2,40,365,1133,1498,self,6.0042697999832,3.3253936575196903,0.2,0.6014325538504031,0.7460000000000004,1
2,3,40,365,1133,1498,self,7.035535693904002,3.3253936575196903,0.2,0.6014325538504031,0.5800000000000003,1
2,4,40,365,1133,1498,stranger,0.7995164340421497,3.3253936575196903,0.2,0.6014325538504031,0.4570000000000002,0
2,5,40,365,1133,1498,stranger,2.5222729934019044,3.3253936575196903,0.2,0.6014325538504031,1.2159999999999989,1
2,6,40,365,1133,1498,self,6.880324636158174,3.3253936575196903,0.2,0.6014325538504031,0.5550000000000003,1
2,7,40,365,1133,1498,stranger,1.32900439460898,3.3253936575196903,0.2,0.6014325538504031,1.498,0
2,8,40,365,1133,1498,stranger,1.0371484046386203,3.3253936575196903,0.2,0.6014325538504031,1.5799999999999588,1
2,9,40,365,1133,1498,self,6.948854288198181,3.3253936575196903,0.2,0.6014325538504031,0.5030000000000002,1
2,10,40,365,1133,1498,stranger,0.559978720020456,3.3253936575196903,0.2,0.6014325538504031,1.498,0
2,11,40,365,1133,1498,self,6.23652894467696,3.3253936575196903,0.2,0.6014325538504031,0.6130000000000003,1
2,12,40,365,1133,1498,stranger,1.6161439254836836,3.3253936575196903,0.2,0.6014325538504031,1.341999999999985,1
2,13,40,365,1133,1498,self,6.563413621126339,3.3253936575196903,0.2,0.6014325538504031,0.5630000000000003,1
2,14,40,365,1133,1498,stranger,0.43060836839477007,3.3253936575196903,0.2,0.6014325538504031,1.498,0
2,15,40,365,1133,1498,self,7.0568413864308095,3.3253936575196903,0.2,0.6014325538504031,0.6140000000000003,1
2,16,40,365,1133,1498,self,7.148482832348841,3.3253936575196903,0.2,0.6014325538504031,0.4780000000000002,1
2,17,40,365,1133,1498,stranger,1.4391436202993428,3.3253936575196903,0.2,0.6014325538504031,2.0809999999999036,1
2,18,40,365,1133,1498,stranger,1.2635620605527167,3.3253936575196903,0.2,0.6014325538504031,1.498,0
2,19,40,365,1133,1498,stranger,1.3607165774345984,3.3253936575196903,0.2,0.6014325538504031,1.8829999999999254,1
2,20,40,365,1133,1498,self,7.421409969936192,3.3253936575196903,0.2,0.6014325538504031,0.4770000000000002,1
2,21,40,365,1133,1498,self,6.755005870888296,3.3253936575196903,0.2,0.6014325538504031,0.7180000000000004,1
2,22,40,365,1133,1498,stranger,1.7038083543216256,3.3253936575196903,0.2,0.6014325538504031,0.3160000000000001,0
2,23,40,365,1133,1498,stranger,2.1128571487754026,3.3253936575196903,0.2,0.6014325538504031,1.1060000000000008,1
2,24,40,365,1133,1498,self,7.699876517470287,3.3253936575196903,0.2,0.6014325538504031,0.4800000000000002,1
2,25,40,365,1133,1498,self,6.8827267997908415,3.3253936575196903,0.2,0.6014325538504031,0.5040000000000002,1
2,26,40,365,1133,1498,stranger,1.6384237469049967,3.3253936575196903,0.2,0.6014325538504031,2.140999999999897,1
2,27,40,365,1133,1498,stranger,2.057807006358842,3.3253936575196903,0.2,0.6014325538504031,1.1410000000000007,1
2,28,40,365,1133,1498,self,7.085412484297782,3.3253936575196903,0.2,0.6014325538504031,0.6380000000000003,1
2,29,40,365,1133,1498,stranger,1.2899330581187087,3.3253936575196903,0.2,0.6014325538504031,1.1250000000000007,0
2,30,40,365,1133,1498,self,6.561287889130922,3.3253936575196903,0.2,0.6014325538504031,0.6560000000000004,1
2,31,40,365,1133,1498,self,6.870751410181971,3.3253936575196903,0.2,0.6014325538504031,0.5450000000000003,1
2,32,40,365,1133,1498,stranger,0.9152683081031643,3.3253936575196903,0.2,0.6014325538504031,1.498,0
2,33,40,365,1133,1498,self,7.249375442384308,3.3253936575196903,0.2,0.6014325538504031,0.4970000000000002,1
2,34,40,365,1133,1498,stranger,1.4792968240203406,3.3253936575196903,0.2,0.6014325538504031,1.8879999999999248,1
2,35,40,365,1133,1498,self,6.698080085723965,3.3253936575196903,0.2,0.6014325538504031,0.8190000000000004,1
2,36,40,365,1133,1498,self,6.1270669323094555,3.3253936575196903,0.2,0.6014325538504031,0.7730000000000004,1
2,37,40,365,1133,1498,self,5.896974033088865,3.3253936575196903,0.2,0.6014325538504031,0.6690000000000004,1
2,38,40,365,1133,1498,stranger,1.6953774393844627,3.3253936575196903,0.2,0.6014325538504031,0.3120000000000001,0
2,39,40,365,1133,1498,self,7.264075803959071,3.3253936575196903,0.2,0.6014325538504031,0.40800000000000014,1
2,40,40,365,1133,1498,stranger,2.2803326974597895,3.3253936575196903,0.2,0.6014325538504031,0.8280000000000005,1
2,41,40,365,1133,1498,self,6.90934631847457,3.3253936575196903,0.2,0.6014325538504031,0.4570000000000002,1
2,42,40,365,1133,1498,self,6.962017191464869,3.3253936575196903,0.2,0.6014325538504031,0.6320000000000003,1
2,43,40,365,1133,1498,stranger,1.561079443094949,3.3253936575196903,0.2,0.6014325538504031,2.066999999999905,1
2,44,40,365,1133,1498,stranger,1.4852813210903055,3.3253936575196903,0.2,0.6014325538504031,1.0470000000000006,1
2,45,40,365,1133,1498,stranger,2.246239563954425,3.3253936575196903,0.2,0.6014325538504031,1.9909999999999135,1
2,46,40,365,1133,1498,stranger,1.2102767039364477,3.3253936575196903,0.2,0.6014325538504031,0.5680000000000003,0
2,47,40,365,1133,1498,self,6.572997544396597,3.3253936575196903,0.2,0.6014325538504031,0.5490000000000003,1
2,48,40,365,1133,1498,stranger,1.3351899464654815,3.3253936575196903,0.2,0.6014325538504031,2.0989999999999016,1
2,49,40,365,1133,1498,self,6.342817591293235,3.3253936575196903,0.2,0.6014325538504031,0.6180000000000003,1
2,50,40,365,1133,1498,self,6.9682099942544475,3.3253936575196903,0.2,0.6014325538504031,0.7300000000000004,1
2,51,40,365,1133,1498,self,6.415242602881439,3.3253936575196903,0.2,0.6014325538504031,0.7360000000000004,1
2,52,40,365,1133,1498,stranger,0.02660840146955229,3.3253936575196903,0.2,0.6014325538504031,0.43600000000000017,0
2,53,40,365,1133,1498,stranger,0.21947950508025565,3.3253936575196903,0.2,0.6014325538504031,1.0750000000000006,0
2,54,40,365,1133,1498,self,6.613226892878041,3.3253936575196903,0.2,0.6014325538504031,0.4880000000000002,1
2,55,40,365,1133,1498,self,6.1678568246034775,3.3253936575196903,0.2,0.6014325538504031,0.6070000000000003,1
2,56,40,365,1133,1498,stranger,0.2846408684847564,3.3253936575196903,0.2,0.6014325538504031,0.7980000000000005,0
2,57,40,365,1133,1498,self,6.782726832674072,3.3253936575196903,0.2,0.6014325538504031,0.6750000000000004,1
2,58,40,365,1133,1498,stranger,1.912822785718672,3.3253936575196903,0.2,0.6014325538504031,2.0469999999999073,1
2,59,40,365,1133,1498,self,6.320727679946418,3.3253936575196903,0.2,0.6014325538504031,0.5180000000000002,1
2,60,40,365,1133,1498,stranger,1.191160666946643,3.3253936575196903,0.2,0.6014325538504031,1.498,0
3,1,60,226,1138,1364,stranger,-0.1399836001936493,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,2,60,226,1138,1364,self,5.21452599281325,2.9159259015865806,0.2,0.6858884853390076,0.5890000000000003,1
3,3,60,226,1138,1364,self,5.501305551450561,2.9159259015865806,0.2,0.6858884853390076,0.4690000000000002,1
3,4,60,226,1138,1364,stranger,0.5087944382609618,2.9159259015865806,0.2,0.6858884853390076,0.40400000000000014,0
3,5,60,226,1138,1364,self,4.7939967747475825,2.9159259015865806,0.2,0.6858884853390076,0.5620000000000003,1
3,6,60,226,1138,1364,stranger,0.7909494146520591,2.9159259015865806,0.2,0.6858884853390076,0.6960000000000004,0
3,7,60,226,1138,1364,self,5.2975344059831775,2.9159259015865806,0.2,0.6858884853390076,0.6020000000000003,1
3,8,60,226,1138,1364,self,4.586837237585141,2.9159259015865806,0.2,0.6858884853390076,0.7950000000000004,1
3,9,60,226,1138,1364,stranger,0.9447436316220134,2.9159259015865806,0.2,0.6858884853390076,1.277999999999992,1
3,10,60,226,1138,1364,self,5.116102240819167,2.9159259015865806,0.2,0.6858884853390076,0.4640000000000002,1
3,11,60,226,1138,1364,self,5.45605033787164,2.9159259015865806,0.2,0.6858884853390076,0.7550000000000003,1
3,12,60,226,1138,1364,self,5.2477879834571155,2.9159259015865806,0.2,0.6858884853390076,0.5030000000000002,1
3,13,60,226,1138,1364,stranger,0.3270120620452087,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,14,60,226,1138,1364,stranger,0.9854301003154294,2.9159259015865806,0.2,0.6858884853390076,0.6100000000000003,0
3,15,60,226,1138,1364,stranger,0.5732919388783307,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,16,60,226,1138,1364,self,5.4447659033999525,2.9159259015865806,0.2,0.6858884853390076,0.6540000000000004,1
3,17,60,226,1138,1364,self,5.366619581162032,2.9159259015865806,0.2,0.6858884853390076,0.5280000000000002,1
3,18,60,226,1138,1364,stranger,0.8913514230155107,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,19,60,226,1138,1364,stranger,1.0377952120050087,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,20,60,226,1138,1364,stranger,-0.1127208607335678,2.9159259015865806,0.2,0.6858884853390076,0.3390000000000001,0
3,21,60,226,1138,1364,self,5.371891972023763,2.9159259015865806,0.2,0.6858884853390076,0.5110000000000002,1
3,22,60,226,1138,1364,self,5.079566918393219,2.9159259015865806,0.2,0.6858884853390076,0.5700000000000003,1
3,23,60,226,1138,1364,self,5.6188140050767155,2.9159259015865806,0.2,0.6858884853390076,0.4860000000000002,1
3,24,60,226,1138,1364,stranger,0.507520697222141,2.9159259015865806,0.2,0.6858884853390076,2.139999999999897,1
3,25,60,226,1138,1364,self,5.872718322547949,2.9159259015865806,0.2,0.6858884853390076,0.5000000000000002,1
3,26,60,226,1138,1364,self,5.257090725805172,2.9159259015865806,0.2,0.6858884853390076,0.41700000000000015,1
3,27,60,226,1138,1364,stranger,1.1749831592615911,2.9159259015865806,0.2,0.6858884853390076,1.0540000000000007,1
3,28,60,226,1138,1364,stranger,1.3410333023788246,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,29,60,226,1138,1364,self,5.740541006855598,2.9159259015865806,0.2,0.6858884853390076,0.7180000000000004,1
3,30,60,226,1138,1364,stranger,1.5287495530280468,2.9159259015865806,0.2,0.6858884853390076,2.1729999999998935,1
3,31,60,226,1138,1364,self,5.120717765725188,2.9159259015865806,0.2,0.6858884853390076,0.5910000000000003,1
3,32,60,226,1138,1364,self,5.659474301738423,2.9159259015865806,0.2,0.6858884853390076,0.6640000000000004,1
3,33,60,226,1138,1364,self,6.063558332102576,2.9159259015865806,0.2,0.6858884853390076,0.42500000000000016,1
3,34,60,226,1138,1364,stranger,0.5634027679174926,2.9159259015865806,0.2,0.6858884853390076,0.3600000000000001,0
3,35,60,226,1138,1364,self,5.1784764661431835,2.9159259015865806,0.2,0.6858884853390076,0.5180000000000002,1
3,36,60,226,1138,1364,stranger,0.8879871877167157,2.9159259015865806,0.2,0.6858884853390076,0.6770000000000004,0
3,37,60,226,1138,1364,self,5.135157322319706,2.9159259015865806,0.2,0.6858884853390076,0.7780000000000005,1
3,38,60,226,1138,1364,stranger,1.814431153123675,2.9159259015865806,0.2,0.6858884853390076,1.2489999999999952,1
3,39,60,226,1138,1364,self,4.962722511289275,2.9159259015865806,0.2,0.6858884853390076,0.5630000000000003,1
3,40,60,226,1138,1364,self,5.455083020082352,2.9159259015865806,0.2,0.6858884853390076,0.4950000000000002,1
3,41,60,226,1138,1364,stranger,1.022528058899101,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,42,60,226,1138,1364,self,4.19935279247318,2.9159259015865806,0.2,0.6858884853390076,0.6870000000000004,1
3,43,60,226,1138,1364,self,5.255486603401717,2.9159259015865806,0.2,0.6858884853390076,0.8610000000000004,1
3,44,60,226,1138,1364,stranger,0.568523226599711,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,45,60,226,1138,1364,stranger,0.8215283276529889,2.9159259015865806,0.2,0.6858884853390076,0.5120000000000002,0
3,46,60,226,1138,1364,self,5.215148359231822,2.9159259015865806,0.2,0.6858884853390076,0.6150000000000003,1
3,47,60,226,1138,1364,self,4.407218084332544,2.9159259015865806,0.2,0.6858884853390076,0.5810000000000003,1
3,48,60,226,1138,1364,stranger,0.5499094217716481,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,49,60,226,1138,1364,stranger,1.7451950560138374,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,50,60,226,1138,1364,self,4.884412726770615,2.9159259015865806,0.2,0.6858884853390076,0.5920000000000003,1
3,51,60,226,1138,1364,stranger,0.43040834954243945,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,52,60,226,1138,1364,stranger,0.7689646367987383,2.9159259015865806,0.2,0.6858884853390076,0.43200000000000016,0
3,53,60,226,1138,1364,stranger,0.5048690345226757,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,54,60,226,1138,1364,stranger,1.2385750505553963,2.9159259015865806,0.2,0.6858884853390076,1.5069999999999668,0
3,55,60,226,1138,1364,self,5.671624486150387,2.9159259015865806,0.2,0.6858884853390076,0.6400000000000003,1
3,56,60,226,1138,1364,stranger,0.8004616114065023,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,57,60,226,1138,1364,stranger,0.7324068024589997,2.9159259015865806,0.2,0.6858884853390076,1.364,0
3,58,60,226,1138,1364,self,5.327417599948308,2.9159259015865806,0.2,0.6858884853390076,1.1230000000000007,1
3,59,60,226,1138,1364,stranger,0.6549877543922055,2.9159259015865806,0.2,0.6858884853390076,1.9429999999999188,1
3,60,60,226,1138,1364,stranger,1.1382274205684344,2.9159259015865806,0.2,0.6858884853390076,1.364,0
4,1,115,232,1134,1366,self,6.079017380166987,2.7483052048024836,0.2,0.7277212139703882,0.4450000000000002,1
4,2,115,232,1134,1366,self,5.700334846852486,2.7483052048024836,0.2,0.7277212139703882,0.5430000000000003,1
4,3,115,232,1134,1366,stranger,1.292229474968622,2.7483052048024836,0.2,0.7277212139703882,1.260999999999994,1
4,4,115,232,1134,1366,self,6.5540392235211185,2.7483052048024836,0.2,0.7277212139703882,0.39800000000000013,1
4,5,115,232,1134,1366,stranger,1.5687044171818607,2.7483052048024836,0.2,0.7277212139703882,0.7070000000000003,1
4,6,115,232,1134,1366,stranger,1.7495900701450446,2.7483052048024836,0.2,0.7277212139703882,1.7169999999999437,1
4,7,115,232,1134,1366,self,7.320459754521744,2.7483052048024836,0.2,0.7277212139703882,0.6520000000000004,1
4,8,115,232,1134,1366,self,6.214231496199559,2.7483052048024836,0.2,0.7277212139703882,0.41800000000000015,1
4,9,115,232,1134,1366,stranger,2.1784748518596357,2.7483052048024836,0.2,0.7277212139703882,1.6549999999999505,1
4,10,115,232,1134,1366,stranger,1.988176997121365,2.7483052048024836,0.2,0.7277212139703882,0.7370000000000003,1
4,11,115,232,1134,1366,self,5.849706225985556,2.7483052048024836,0.2,0.7277212139703882,0.5550000000000003,1
4,12,115,232,1134,1366,self,6.625214946810148,2.7483052048024836,0.2,0.7277212139703882,0.3830000000000001,1
4,13,115,232,1134,1366,self,6.2469764045323215,2.7483052048024836,0.2,0.7277212139703882,0.5360000000000003,1
4,14,115,232,1134,1366,self,5.536721115063049,2.7483052048024836,0.2,0.7277212139703882,0.5920000000000003,1
4,15,115,232,1134,1366,self,6.492545235463452,2.7483052048024836,0.2,0.7277212139703882,0.4520000000000002,1
4,16,115,232,1134,1366,stranger,1.8169106757683726,2.7483052048024836,0.2,0.7277212139703882,0.8940000000000006,1
4,17,115,232,1134,1366,stranger,2.083098225269356,2.7483052048024836,0.2,0.7277212139703882,1.1140000000000008,1
