subject,trial,P,T,W,M,label,v,a,t0,z,RT,response
1,1,84,160,346,506,stranger,0.2898204636403011,1.708149283664514,0.2,1.170857851316938,0.9960000000000007,1
1,2,84,160,346,506,self,4.447551334921973,1.708149283664514,0.2,1.170857851316938,0.2740000000000001,1
1,3,84,160,346,506,stranger,0.5328008386482664,1.708149283664514,0.2,1.170857851316938,0.2850000000000001,1
1,4,84,160,346,506,self,4.553875765638478,1.708149283664514,0.2,1.170857851316938,0.41500000000000015,1
1,5,84,160,346,506,self,3.9904583035275096,1.708149283664514,0.2,1.170857851316938,0.2950000000000001,1
1,6,84,160,346,506,self,4.00518440221957,1.708149283664514,0.2,1.170857851316938,0.24500000000000005,1
1,7,84,160,346,506,stranger,0.20497035045028011,1.708149283664514,0.2,1.170857851316938,0.40000000000000013,1
1,8,84,160,346,506,stranger,0.3618695427228912,1.708149283664514,0.2,1.170857851316938,0.3870000000000001,1
1,9,84,160,346,506,self,4.18571419512322,1.708149283664514,0.2,1.170857851316938,0.4720000000000002,1
1,10,84,160,346,506,stranger,0.5173877755012334,1.708149283664514,0.2,1.170857851316938,0.6040000000000003,1
1,11,84,160,346,506,stranger,1.4422028411109347,1.708149283664514,0.2,1.170857851316938,0.3810000000000001,1
1,12,84,160,346,506,stranger,0.9087067040002091,1.708149283664514,0.2,1.170857851316938,0.7630000000000003,1
1,13,84,160,346,506,self,4.012698751543176,1.708149283664514,0.2,1.170857851316938,0.3890000000000001,1
1,14,84,160,346,506,stranger,1.839715552208331,1.708149283664514,0.2,1.170857851316938,0.5050000000000002,1
1,15,84,160,346,506,self,4.442867211634854,1.708149283664514,0.2,1.170857851316938,0.25300000000000006,1
1,16,84,160,346,506,self,3.985242349032444,1.708149283664514,0.2,1.170857851316938,0.5330000000000003,1
1,17,84,160,346,506,stranger,0.3978365306397553,1.708149283664514,0.2,1.170857851316938,0.4920000000000002,1
1,18,84,160,346,506,self,4.458455208903632,1.708149283664514,0.2,1.170857851316938,0.3420000000000001,1
1,19,84,160,346,506,self,4.2098834064887685,1.708149283664514,0.2,1.170857851316938,0.3420000000000001,1
1,20,84,160,346,506,stranger,0.3171715832975882,1.708149283664514,0.2,1.170857851316938,0.6640000000000004,1
1,21,84,160,346,506,self,4.437029554814309,1.708149283664514,0.2,1.170857851316938,0.3800000000000001,1
1,22,84,160,346,506,stranger,1.0151157214460995,1.708149283664514,0.2,1.170857851316938,0.7120000000000004,1
1,23,84,160,346,506,stranger,0.4966289516452578,1.708149283664514,0.2,1.170857851316938,1.369999999999982,0
1,24,84,160,346,506,stranger,0.770149560398791,1.708149283664514,0.2,1.170857851316938,1.0050000000000006,1
1,25,84,160,346,506,stranger,0.3067071205964135,1.708149283664514,0.2,1.170857851316938,0.25300000000000006,1
1,26,84,160,346,506,stranger,-0.24874773955814333,1.708149283664514,0.2,1.170857851316938,0.3570000000000001,1
1,27,84,160,346,506,stranger,1.158843745343971,1.708149283664514,0.2,1.170857851316938,0.25100000000000006,1
1,28,84,160,346,506,stranger,0.7653355087575627,1.708149283664514,0.2,1.170857851316938,0.5580000000000003,1
1,29,84,160,346,506,self,4.619085927504651,1.708149283664514,0.2,1.170857851316938,0.23600000000000004,1
1,30,84,160,346,506,self,3.6303227981452584,1.708149283664514,0.2,1.170857851316938,0.3420000000000001,1
1,31,84,160,346,506,stranger,0.09673118000846614,1.708149283664514,0.2,1.170857851316938,0.6000000000000003,0
1,32,84,160,346,506,stranger,1.0859263340723357,1.708149283664514,0.2,1.170857851316938,0.3450000000000001,1
1,33,84,160,346,506,self,4.273544652872715,1.708149283664514,0.2,1.170857851316938,0.25000000000000006,1
1,34,84,160,346,506,self,4.120194594414335,1.708149283664514,0.2,1.170857851316938,0.2880000000000001,1
1,35,84,160,346,506,self,4.007139962010534,1.708149283664514,0.2,1.170857851316938,0.26100000000000007,1
1,36,84,160,346,506,self,4.988960128074554,1.708149283664514,0.2,1.170857851316938,0.26200000000000007,1
1,37,84,160,346,506,stranger,1.2927671185768714,1.708149283664514,0.2,1.170857851316938,0.6320000000000003,1
1,38,84,160,346,506,stranger,0.35037245112824145,1.708149283664514,0.2,1.170857851316938,0.24300000000000005,1
1,39,84,160,346,506,self,3.994368850057185,1.708149283664514,0.2,1.170857851316938,0.3590000000000001,1
